Mod:Item:MetaData, Localized Name
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
labyrinth:daedalus, Daedalus Block
lowtechcrafting:crafting_table, Better Crafting Table
mekanismgenerators:solarpanel, Solar Panel
mekanismgenerators:hohlraum, Hohlraum
mekanismgenerators:turbineblade, Turbine Blade
mekanismgenerators:generator:0, Heat Generator
mekanismgenerators:generator:1, Solar Generator
mekanismgenerators:generator:3, Gas-Burning Generator
mekanismgenerators:generator:4, Bio-Generator
mekanismgenerators:generator:5, Advanced Solar Generator
mekanismgenerators:generator:6, Wind Generator
mekanismgenerators:generator:7, Turbine Rotor
mekanismgenerators:generator:8, Rotational Complex
mekanismgenerators:generator:9, Electromagnetic Coil
mekanismgenerators:generator:10, Turbine Casing
mekanismgenerators:generator:11, Turbine Valve
mekanismgenerators:generator:12, Turbine Vent
mekanismgenerators:generator:13, Saturating Condenser
mekanismgenerators:reactor:0, Reactor Controller
mekanismgenerators:reactor:1, Reactor Frame
mekanismgenerators:reactor:2, Reactor Port
mekanismgenerators:reactor:3, Reactor Logic Adapter
mekanismgenerators:reactorglass:0, Reactor Glass
mekanismgenerators:reactorglass:1, Laser Focus Matrix
mob_grinding_utils:fan, Mob Fan
mob_grinding_utils:saw, Mob Masher
mob_grinding_utils:absorption_hopper, Absorption Hopper
mob_grinding_utils:spikes, Iron Spikes
mob_grinding_utils:tank, Singularity Tank
mob_grinding_utils:tank_sink, XP Drain Singularity Tank
mob_grinding_utils:xp_tap, XP Tap
mob_grinding_utils:wither_muffler, Wither Boss Death Muffler
mob_grinding_utils:dragon_muffler, Ender Dragon Death Muffler
mob_grinding_utils:dark_oak_stone, Dark Oak Stone
mob_grinding_utils:entity_conveyor, Entity Conveyor
mob_grinding_utils:ender_inhibitor_on, Ender Inhibitor Active
mob_grinding_utils:ender_inhibitor_off, Ender Inhibitor Inactive
mob_grinding_utils:fan_upgrade:0, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:1, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:2, Mob Fan Upgrade
mob_grinding_utils:absorption_upgrade:0, Absorption Radius Upgrade
mob_grinding_utils:saw_upgrade:0, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:1, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:2, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:3, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:4, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:5, Mob Masher Upgrade
mob_grinding_utils:mob_swab, Mob Swab
mob_grinding_utils:gm_chicken_feed, GM Chicken Feed
mob_grinding_utils:null_sword, Imaginary Not Here Sword
morefurnaces:upgrade:0, Furnace Upgrade: Stone To Iron
morefurnaces:upgrade:1, Furnace Upgrade: Stone To Netherrack
morefurnaces:upgrade:2, Furnace Upgrade: Iron To Gold
morefurnaces:upgrade:3, Furnace Upgrade: Iron To Obsidian
morefurnaces:upgrade:4, Furnace Upgrade: Gold To Diamond
morefurnaces:upgrade:5, Furnace Upgrade: Copper To Silver
morefurnaces:upgrade:6, Furnace Upgrade: Iron To Silver
morefurnaces:upgrade:7, Furnace Upgrade: Stone To Copper
morefurnaces:furnaceblock:0, Iron Furnace
morefurnaces:furnaceblock:1, Gold Furnace
morefurnaces:furnaceblock:2, Diamond Furnace
morefurnaces:furnaceblock:3, Obsidian Furnace
morefurnaces:furnaceblock:4, Netherrack Furnace
morefurnaces:furnaceblock:5, Copper Furnace
morefurnaces:furnaceblock:6, Silver Furnace
multistorage:vault:0, Vault Door
multistorage:vault:15, Vault Core Changer
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:1, Vault Wall Block
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:stone_storage:0, Stone Storage Upgrade
multistorage:stone_storage:1, Stone Storage
multistorage:stone_storage:2, Dense Stone Storage
multistorage:stone_storage:3, Chameleon Storage
multistorage:stone_storage:4, Dense Chameleon Storage
multistorage:stone_storage:5, Stone Junkbox
multistorage:stone_storage:6, Dense Stone Junkbox
multistorage:stone_storage:7, Stone Queue
multistorage:stone_storage:8, Dense Stone Queue
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
